Instrument,SoldQuantity,BuyAvg,BuyValue,SellAvg,SellValue,NetRealizedPnL,RealisedGLPerc,CloseQuantityAsOnLastDay,BuyAvgOpenPrice,SellAvgPrice,CMP,NetUnrealizedPnL,NetUnrealizedPnlPerc,TotalGL,TotalGLPerc,DayGL,DayGLPerc,AssetType
BANKNIFTY-OPT-04Mar2021-PE-37000-NSE,2000,608.21,1216420,1588.17,3176340,1959920,161.12%,0,0,0,0,0,0,1959920,161.12%,,%,FnO
BANKNIFTY-OPT-05Nov2020-CE-24000-NSE,2000,743.77,1487540,788.33,1576660,89120,5.99%,0,0,0,0,0,0,89120,5.99%,,%,FnO
BANKNIFTY-OPT-05Nov2020-CE-24500-NSE,1000,475.18,475180,1112.08,1112080,636900,134.03%,0,0,0,0,0,0,636900,134.03%,,%,FnO
BANKNIFTY-OPT-05Nov2020-CE-25000-NSE,6000,253.97,1523800,427.18,2563080,1039280,44.81%,0,0,0,0,0,0,1039280,68.20%,,%,FnO
BANKNIFTY-OPT-05Nov2020-CE-26000-NSE,3000,178.19,534580,68.96,206880,-327700,-111.11%,0,0,0,0,0,0,-327700,-61.30%,,%,FnO
BANKNIFTY-OPT-05Nov2020-PE-22500-NSE,2000,105.82,211640,49.14,98280,-113360,-53.56%,0,0,0,0,0,0,-113360,-53.56%,,%,FnO
BANKNIFTY-OPT-05Nov2020-PE-23000-NSE,1000,82.74,82740,263.39,263390,180650,68.59%,0,0,0,0,0,0,180650,218.33%,,%,FnO
BANKNIFTY-OPT-05Nov2020-PE-23500-NSE,4000,62.09,248360,356.61,1426440,1178080,82.59%,0,0,0,0,0,0,1178080,474.34%,,%,FnO
BANKNIFTY-OPT-05Nov2020-PE-24000-NSE,3000,77.4,232210,203.34,610020,377810,-2.04%,0,0,0,0,0,0,377810,162.70%,,%,FnO
BANKNIFTY-OPT-05Nov2020-PE-24500-NSE,2000,893.86,1787720,189.08,378160,-1409560,-78.85%,0,0,0,0,0,0,-1409560,-78.85%,,%,FnO
BANKNIFTY-OPT-05Nov2020-PE-25000-NSE,4000,256.6,1026380,245.95,983795,-42585,-3.14%,0,0,0,0,0,0,-42585,-4.15%,,%,FnO
BANKNIFTY-OPT-05Nov2020-PE-25800-NSE,2000,0,0,44.14,88280,88280,0.00%,0,0,0,0,0,0,88280,0.00%,,%,FnO
BANKNIFTY-OPT-05Nov2020-PE-26000-NSE,1000,14.03,14030,27.6,27600,13570,96.72%,0,0,0,0,0,0,13570,96.72%,,%,FnO
BANKNIFTY-OPT-05Nov2020-PE-26200-NSE,1000,14.19,14190,21.15,21150,6960,49.05%,0,0,0,0,0,0,6960,49.05%,,%,FnO
BANKNIFTY-OPT-06Aug2020-CE-21500-NSE,5000,473.93,2369640,355.27,1776350,-593290,-25.26%,0,0,0,0,0,0,-593290,-25.04%,,%,FnO
BANKNIFTY-OPT-06Aug2020-CE-21900-NSE,2000,84.93,169860,19.34,38680,-131180,-77.23%,0,0,0,0,0,0,-131180,-77.23%,,%,FnO
BANKNIFTY-OPT-06Aug2020-CE-22000-NSE,10000,151.22,1512160,76.63,766320,-745840,-45.44%,0,0,0,0,0,0,-745840,-49.32%,,%,FnO
BANKNIFTY-OPT-06Aug2020-CE-22500-NSE,2000,32.66,65320,107.07,214140,148820,69.50%,0,0,0,0,0,0,148820,227.83%,,%,FnO
BANKNIFTY-OPT-06Aug2020-CE-23000-NSE,4000,52.78,211120,85.3,341200,130080,42.23%,0,0,0,0,0,0,130080,61.61%,,%,FnO
BANKNIFTY-OPT-06Aug2020-PE-21000-NSE,2000,58.72,117440,149.03,298060,180620,60.60%,0,0,0,0,0,0,180620,153.80%,,%,FnO
BANKNIFTY-OPT-06Aug2020-PE-21500-NSE,10500,160.2,1682150,150.36,1578780,-103370,-5.66%,0,0,0,0,0,0,-103370,-6.15%,,%,FnO
BANKNIFTY-OPT-06Aug2020-PE-21600-NSE,2000,30.82,61640,9.24,18480,-43160,-70.02%,0,0,0,0,0,0,-43160,-70.02%,,%,FnO
BANKNIFTY-OPT-07Jan2021-CE-30500-NSE,2000,548.95,1097900,977.27,1954540,856640,78.03%,0,0,0,0,0,0,856640,78.03%,,%,FnO
BANKNIFTY-OPT-07Jan2021-CE-31500-NSE,2000,362.93,725860,167.82,335640,-390220,-53.76%,0,0,0,0,0,0,-390220,-53.76%,,%,FnO
BANKNIFTY-OPT-07Jan2021-CE-32000-NSE,2000,60.85,121700,124.25,248500,126800,51.03%,0,0,0,0,0,0,126800,104.19%,,%,FnO
BANKNIFTY-OPT-07Jan2021-CE-32300-NSE,1000,22.57,22570,50.19,50190,27620,122.37%,0,0,0,0,0,0,27620,122.37%,,%,FnO
BANKNIFTY-OPT-07Jan2021-PE-30500-NSE,4000,337.85,1351380,151.89,607570,-743810,-49.81%,0,0,0,0,0,0,-743810,-55.04%,,%,FnO
BANKNIFTY-OPT-07Jan2021-PE-31000-NSE,2000,361.03,722060,267.99,535980,-186080,-25.77%,0,0,0,0,0,0,-186080,-25.77%,,%,FnO
BANKNIFTY-OPT-07Jan2021-PE-31500-NSE,2025,80.32,162648,64.18,129964.5,-32683.5,-25.15%,0,0,0,0,0,0,-32683.5,-20.09%,,%,FnO
BANKNIFTY-OPT-07May2020-CE-19600-NSE,2500,38.67,96675,132.05,330125,233450,241.48%,0,0,0,0,0,0,233450,241.48%,,%,FnO
BANKNIFTY-OPT-07May2020-CE-20500-NSE,1500,65.02,97530,166.12,249180,151650,60.86%,0,0,0,0,0,0,151650,155.49%,,%,FnO
BANKNIFTY-OPT-07May2020-CE-21500-NSE,2000,26,52000,107.68,215360,163360,75.85%,0,0,0,0,0,0,163360,314.15%,,%,FnO
BANKNIFTY-OPT-07May2020-PE-19000-NSE,3000,65.66,196980,277.72,833160,636180,76.36%,0,0,0,0,0,0,636180,322.97%,,%,FnO
BANKNIFTY-OPT-07May2020-PE-19400-NSE,2000,63.34,126680,61.95,123900,-2780,-2.24%,0,0,0,0,0,0,-2780,-2.19%,,%,FnO
BANKNIFTY-OPT-07May2020-PE-19500-NSE,500,349.2,174600,323.66,161830,-12770,-7.31%,0,0,0,0,0,0,-12770,-7.31%,,%,FnO
BANKNIFTY-OPT-07May2020-PE-19600-NSE,1000,149.19,149190,123.89,123890,-25300,-16.96%,0,0,0,0,0,0,-25300,-16.96%,,%,FnO
BANKNIFTY-OPT-07May2020-PE-20000-NSE,2000,647.63,1295260,464.64,929270,-365990,-28.26%,0,0,0,0,0,0,-365990,-28.26%,,%,FnO
BANKNIFTY-OPT-07May2020-PE-21000-NSE,1000,1172.7,1172700,293.69,293690,-879010,-299.30%,0,0,0,0,0,0,-879010,-74.96%,,%,FnO
BANKNIFTY-OPT-08Oct2020-CE-21500-NSE,2000,295.99,591980,578.66,1157320,565340,95.50%,0,0,0,0,0,0,565340,95.50%,,%,FnO
BANKNIFTY-OPT-08Oct2020-CE-22000-NSE,4000,411.54,1646160,1011.86,4047448,2401288,145.87%,0,0,0,0,0,0,2401288,145.87%,,%,FnO
BANKNIFTY-OPT-08Oct2020-CE-22400-NSE,2000,275.98,551960,368.89,737780,185820,33.67%,0,0,0,0,0,0,185820,33.67%,,%,FnO
BANKNIFTY-OPT-08Oct2020-CE-22500-NSE,4000,524.14,2096540,182.9,731600,-1364940,-23.03%,0,0,0,0,0,0,-1364940,-65.10%,,%,FnO
BANKNIFTY-OPT-08Oct2020-CE-23000-NSE,3500,199.93,699755,166.01,581020,-118735,-17.09%,0,0,0,0,0,0,-118735,-16.97%,,%,FnO
BANKNIFTY-OPT-08Oct2020-PE-21500-NSE,6000,196.97,1181840,152.89,917340,-264500,-18.12%,0,0,0,0,0,0,-264500,-22.38%,,%,FnO
BANKNIFTY-OPT-08Oct2020-PE-22000-NSE,3000,106.67,320000,18.64,55920,-264080,-74.88%,0,0,0,0,0,0,-264080,-82.53%,,%,FnO
BANKNIFTY-OPT-08Oct2020-PE-22100-NSE,4000,24.2,96800,151.93,607720,510920,84.07%,0,0,0,0,0,0,510920,527.81%,,%,FnO
BANKNIFTY-OPT-08Oct2020-PE-22400-NSE,2000,393.05,786100,308.95,617900,-168200,-21.40%,0,0,0,0,0,0,-168200,-21.40%,,%,FnO
BANKNIFTY-OPT-08Oct2020-PE-22700-NSE,2000,348.86,697720,119.06,238120,-459600,-65.87%,0,0,0,0,0,0,-459600,-65.87%,,%,FnO
BANKNIFTY-OPT-08Oct2020-PE-23000-NSE,3000,8.14,24420,134.04,402110,377690,93.93%,0,0,0,0,0,0,377690,1546.64%,,%,FnO
BANKNIFTY-OPT-08Oct2020-PE-23200-NSE,2000,20.22,40440,56.21,112420,71980,177.99%,0,0,0,0,0,0,71980,177.99%,,%,FnO
BANKNIFTY-OPT-08Oct2020-PE-23300-NSE,4000,91.33,365320,71.39,285560,-79760,-21.83%,0,0,0,0,0,0,-79760,-21.83%,,%,FnO
BANKNIFTY-OPT-09Apr2020-CE-19000-NSE,2500,345.27,863175,222.24,555595,-307580,-48.40%,0,0,0,0,0,0,-307580,-35.63%,,%,FnO
BANKNIFTY-OPT-09Apr2020-CE-19500-NSE,4000,268.62,1074480,158.69,634770,-439710,-59.95%,0,0,0,0,0,0,-439710,-40.92%,,%,FnO
BANKNIFTY-OPT-09Apr2020-PE-17000-NSE,2000,51.92,103840,433.53,867060,763220,88.02%,0,0,0,0,0,0,763220,735.00%,,%,FnO
BANKNIFTY-OPT-09Apr2020-PE-18000-NSE,6500,312.34,2030180,245.6,1596420,-433760,-24.05%,0,0,0,0,0,0,-433760,-21.37%,,%,FnO
BANKNIFTY-OPT-09Apr2020-PE-19000-NSE,2000,165.14,330270,158.89,317780,-12490,-2.34%,0,0,0,0,0,0,-12490,-3.78%,,%,FnO
BANKNIFTY-OPT-09Apr2020-PE-19300-NSE,1000,23.98,23980,70.87,70870,46890,195.54%,0,0,0,0,0,0,46890,195.54%,,%,FnO
BANKNIFTY-OPT-09Apr2020-PE-19500-NSE,1000,35.95,35950,87.1,87100,51150,142.28%,0,0,0,0,0,0,51150,142.28%,,%,FnO
BANKNIFTY-OPT-09Jul2020-CE-22000-NSE,4000,504.78,2019120,554.58,2218320,199200,9.87%,0,0,0,0,0,0,199200,9.87%,,%,FnO
BANKNIFTY-OPT-09Jul2020-CE-22500-NSE,1500,502.68,754020,259.21,388810,-365210,-87.94%,0,0,0,0,0,0,-365210,-48.44%,,%,FnO
BANKNIFTY-OPT-09Jul2020-CE-22700-NSE,1500,219.37,329055,201.8,302700,-26355,-8.71%,0,0,0,0,0,0,-26355,-8.01%,,%,FnO
BANKNIFTY-OPT-09Jul2020-CE-22800-NSE,4000,86.58,346320,95.76,383040,36720,10.60%,0,0,0,0,0,0,36720,10.60%,,%,FnO
BANKNIFTY-OPT-09Jul2020-CE-23000-NSE,7000,110.68,774730,98.91,692395,-82335,-10.30%,0,0,0,0,0,0,-82335,-10.63%,,%,FnO
BANKNIFTY-OPT-09Jul2020-PE-22000-NSE,4200,468.17,1966322,483.84,2032128,65806,3.35%,0,0,0,0,0,0,65806,3.35%,,%,FnO
BANKNIFTY-OPT-09Jul2020-PE-22200-NSE,2000,18.27,36540,98.14,196280,159740,81.38%,0,0,0,0,0,0,159740,437.16%,,%,FnO
BANKNIFTY-OPT-09Jul2020-PE-22700-NSE,3500,85.52,299320,78.93,276255,-23065,-7.71%,0,0,0,0,0,0,-23065,-7.71%,,%,FnO
BANKNIFTY-OPT-09Jul2020-PE-22800-NSE,2000,65.23,130460,81,162000,31540,24.18%,0,0,0,0,0,0,31540,24.18%,,%,FnO
BANKNIFTY-OPT-10Dec2020-CE-29500-NSE,2000,436.08,872160,723.4,1446800,574640,65.89%,0,0,0,0,0,0,574640,65.89%,,%,FnO
BANKNIFTY-OPT-10Dec2020-CE-30000-NSE,2000,425.78,851560,725.81,1451620,600060,70.47%,0,0,0,0,0,0,600060,70.47%,,%,FnO
BANKNIFTY-OPT-10Dec2020-CE-30200-NSE,2000,546.15,1092300,193.43,386860,-705440,-182.35%,0,0,0,0,0,0,-705440,-64.58%,,%,FnO
BANKNIFTY-OPT-10Dec2020-CE-30500-NSE,3000,22.94,68820,27.39,82170,13350,19.40%,0,0,0,0,0,0,13350,19.40%,,%,FnO
BANKNIFTY-OPT-10Dec2020-PE-28800-NSE,4000,117.21,468840,142.43,569720,100880,21.52%,0,0,0,0,0,0,100880,21.52%,,%,FnO
BANKNIFTY-OPT-10Dec2020-PE-29500-NSE,5000,317.42,1587080,282.52,1412580,-174500,-10.08%,0,0,0,0,0,0,-174500,-11.00%,,%,FnO
BANKNIFTY-OPT-10Dec2020-PE-29800-NSE,1000,25.03,25030,174.82,174820,149790,85.68%,0,0,0,0,0,0,149790,598.44%,,%,FnO
BANKNIFTY-OPT-10Dec2020-PE-30000-NSE,3000,16.33,48980,62.15,186460,137480,280.69%,0,0,0,0,0,0,137480,280.69%,,%,FnO
BANKNIFTY-OPT-10Dec2020-PE-30200-NSE,1000,82.58,82580,16.25,16250,-66330,-80.32%,0,0,0,0,0,0,-66330,-80.32%,,%,FnO
BANKNIFTY-OPT-10Dec2020-PE-30400-NSE,2025,68.94,139603.5,6.82,13810.5,-125793,-90.11%,0,0,0,0,0,0,-125793,-90.11%,,%,FnO
BANKNIFTY-OPT-10Dec2020-PE-30500-NSE,2000,161.82,323640,135.16,270320,-53320,-16.48%,0,0,0,0,0,0,-53320,-16.48%,,%,FnO
BANKNIFTY-OPT-10Dec2020-PE-30800-NSE,1000,314.36,314360,437.79,437790,123430,39.26%,0,0,0,0,0,0,123430,39.26%,,%,FnO
BANKNIFTY-OPT-10Mar2021-CE-36200-NSE,2500,8.66,21650,61.8,154500,132850,613.63%,0,0,0,0,0,0,132850,613.63%,,%,FnO
BANKNIFTY-OPT-10Mar2021-CE-36500-NSE,2000,6.91,13820,140.88,281760,267940,95.10%,0,0,0,0,0,0,267940,1938.78%,,%,FnO
BANKNIFTY-OPT-10Mar2021-PE-34000-NSE,1500,9.81,14715,265.34,398010,383295,96.30%,0,0,0,0,0,0,383295,2604.79%,,%,FnO
BANKNIFTY-OPT-10Mar2021-PE-35000-NSE,1500,570.18,855270,8.28,12420,-842850,-98.55%,0,0,0,0,0,0,-842850,-98.55%,,%,FnO
BANKNIFTY-OPT-10Mar2021-PE-35500-NSE,3000,22.32,66960,282.18,846540,779580,92.09%,0,0,0,0,0,0,779580,1164.25%,,%,FnO
BANKNIFTY-OPT-10Mar2021-PE-35800-NSE,1000,15.24,15240,64.1,64100,48860,320.60%,0,0,0,0,0,0,48860,320.60%,,%,FnO
BANKNIFTY-OPT-10Mar2021-PE-36500-NSE,1500,651.2,976800,489.74,734610,-242190,-24.79%,0,0,0,0,0,0,-242190,-24.79%,,%,FnO
BANKNIFTY-OPT-10Sep2020-CE-22400-NSE,25,22.81,570.25,26.2,655,84.75,14.86%,0,0,0,0,0,0,84.75,14.86%,,%,FnO
BANKNIFTY-OPT-10Sep2020-CE-22500-NSE,4000,54.29,217140,67.58,270300,53160,19.23%,0,0,0,0,0,0,53160,24.48%,,%,FnO
BANKNIFTY-OPT-10Sep2020-CE-22800-NSE,2000,43.24,86480,101.93,203860,117380,135.73%,0,0,0,0,0,0,117380,135.73%,,%,FnO
BANKNIFTY-OPT-10Sep2020-CE-23200-NSE,1000,14.14,14140,219.23,219230,205090,93.55%,0,0,0,0,0,0,205090,1450.42%,,%,FnO
BANKNIFTY-OPT-10Sep2020-PE-22200-NSE,500,107.7,53850,134.13,67065,13215,24.54%,0,0,0,0,0,0,13215,24.54%,,%,FnO
BANKNIFTY-OPT-10Sep2020-PE-22300-NSE,2000,13.68,27360,28.22,56440,29080,106.29%,0,0,0,0,0,0,29080,106.29%,,%,FnO
BANKNIFTY-OPT-10Sep2020-PE-22400-NSE,4000,40.92,163680,43.14,172560,8880,5.43%,0,0,0,0,0,0,8880,5.43%,,%,FnO
BANKNIFTY-OPT-10Sep2020-PE-22500-NSE,5950,166.16,988626,94.66,563251,-425375,-47.17%,0,0,0,0,0,0,-425375,-43.03%,,%,FnO
BANKNIFTY-OPT-10Sep2020-PE-22800-NSE,1000,530.24,530240,238.03,238030,-292210,-122.76%,0,0,0,0,0,0,-292210,-55.11%,,%,FnO
BANKNIFTY-OPT-10Sep2020-PE-23500-NSE,975,634.11,618257.25,1168.02,1138819.5,520562.25,84.20%,0,0,0,0,0,0,520562.25,84.20%,,%,FnO
BANKNIFTY-OPT-11Feb2021-CE-35500-NSE,2000,461.11,922220,503.72,1007440,85220,9.24%,0,0,0,0,0,0,85220,9.24%,,%,FnO
BANKNIFTY-OPT-11Feb2021-CE-36000-NSE,3500,28.77,100695,188.04,658145,557450,84.70%,0,0,0,0,0,0,557450,553.60%,,%,FnO
BANKNIFTY-OPT-11Feb2021-CE-36400-NSE,2000,42.91,85820,8.7,17400,-68420,-79.73%,0,0,0,0,0,0,-68420,-79.73%,,%,FnO
BANKNIFTY-OPT-11Feb2021-CE-36500-NSE,1000,32.68,32680,139.03,139030,106350,76.49%,0,0,0,0,0,0,106350,325.43%,,%,FnO
BANKNIFTY-OPT-11Feb2021-CE-37000-NSE,100,14.02,1402,260.3,26030,24628,94.61%,0,0,0,0,0,0,24628,1756.63%,,%,FnO
BANKNIFTY-OPT-11Feb2021-PE-34000-NSE,2000,156.91,313820,233.15,466300,152480,32.70%,0,0,0,0,0,0,152480,48.59%,,%,FnO
BANKNIFTY-OPT-11Feb2021-PE-35000-NSE,4000,190.29,761140,304.23,1216920,455780,-27.40%,0,0,0,0,0,0,455780,59.88%,,%,FnO
BANKNIFTY-OPT-11Feb2021-PE-35400-NSE,1000,14.86,14860,44.19,44190,29330,197.38%,0,0,0,0,0,0,29330,197.38%,,%,FnO
BANKNIFTY-OPT-11Feb2021-PE-35600-NSE,3000,65.41,196230,74.3,222900,26670,13.59%,0,0,0,0,0,0,26670,13.59%,,%,FnO
BANKNIFTY-OPT-11Feb2021-PE-36000-NSE,3500,440.69,1542400,269.1,941860,-600540,-38.94%,0,0,0,0,0,0,-600540,-38.94%,,%,FnO
BANKNIFTY-OPT-11Jun2020-CE-20800-NSE,3500,161.14,563975,290.46,1016610,452635,40.31%,0,0,0,0,0,0,452635,80.26%,,%,FnO
BANKNIFTY-OPT-11Jun2020-CE-21000-NSE,10000,357.25,3572520,291.32,2913160,-659360,-17.47%,0,0,0,0,0,0,-659360,-18.46%,,%,FnO
BANKNIFTY-OPT-11Jun2020-CE-21200-NSE,2000,96.22,192440,31.05,62100,-130340,-67.73%,0,0,0,0,0,0,-130340,-67.73%,,%,FnO
BANKNIFTY-OPT-11Jun2020-CE-21500-NSE,4000,103.6,414400,167.03,668100,253700,31.53%,0,0,0,0,0,0,253700,61.22%,,%,FnO
BANKNIFTY-OPT-11Jun2020-CE-22000-NSE,2000,32,64000,233.8,467600,403600,86.31%,0,0,0,0,0,0,403600,630.63%,,%,FnO
BANKNIFTY-OPT-11Jun2020-PE-19500-NSE,2000,30.95,61900,178.92,357840,295940,82.70%,0,0,0,0,0,0,295940,478.09%,,%,FnO
BANKNIFTY-OPT-11Jun2020-PE-20000-NSE,2000,66.02,132040,64.99,129980,-2060,-1.58%,0,0,0,0,0,0,-2060,-1.56%,,%,FnO
BANKNIFTY-OPT-11Jun2020-PE-20500-NSE,2000,43.23,86460,3.13,6260,-80200,-92.76%,0,0,0,0,0,0,-80200,-92.76%,,%,FnO
BANKNIFTY-OPT-11Jun2020-PE-20600-NSE,2000,49.11,98220,49.88,99760,1540,1.57%,0,0,0,0,0,0,1540,1.57%,,%,FnO
BANKNIFTY-OPT-11Jun2020-PE-20800-NSE,5500,252.38,1388115,249.21,1370655,-17460,-1.18%,0,0,0,0,0,0,-17460,-1.26%,,%,FnO
BANKNIFTY-OPT-12Nov2020-CE-27000-NSE,1000,1236.26,1236260,131.75,131750,-1104510,-838.34%,0,0,0,0,0,0,-1104510,-89.34%,,%,FnO
BANKNIFTY-OPT-12Nov2020-CE-27500-NSE,2000,343.97,687940,1013.19,2026380,1338440,194.56%,0,0,0,0,0,0,1338440,194.56%,,%,FnO
BANKNIFTY-OPT-12Nov2020-CE-28000-NSE,2000,662.12,1324240,159.19,318380,-1005860,-315.93%,0,0,0,0,0,0,-1005860,-75.96%,,%,FnO
BANKNIFTY-OPT-12Nov2020-CE-28200-NSE,3500,293.07,1025745,186.3,652050,-373695,-37.66%,0,0,0,0,0,0,-373695,-36.43%,,%,FnO
BANKNIFTY-OPT-12Nov2020-CE-28500-NSE,2000,13.77,27540,37.73,75460,47920,174.00%,0,0,0,0,0,0,47920,174.00%,,%,FnO
BANKNIFTY-OPT-12Nov2020-CE-28700-NSE,3000,78.89,236670,83.17,249510,12840,5.43%,0,0,0,0,0,0,12840,5.43%,,%,FnO
BANKNIFTY-OPT-12Nov2020-CE-29000-NSE,2000,13.66,27320,44.09,88180,60860,222.77%,0,0,0,0,0,0,60860,222.77%,,%,FnO
BANKNIFTY-OPT-12Nov2020-PE-24000-NSE,1000,24.47,24470,139.76,139760,115290,82.49%,0,0,0,0,0,0,115290,471.15%,,%,FnO
BANKNIFTY-OPT-12Nov2020-PE-25000-NSE,1000,355.48,355480,68.17,68170,-287310,-80.82%,0,0,0,0,0,0,-287310,-80.82%,,%,FnO
BANKNIFTY-OPT-12Nov2020-PE-25800-NSE,1500,61.8,92700,269.89,404835,312135,77.10%,0,0,0,0,0,0,312135,336.72%,,%,FnO
BANKNIFTY-OPT-12Nov2020-PE-26200-NSE,2000,25.82,51640,106.43,212860,161220,75.74%,0,0,0,0,0,0,161220,312.20%,,%,FnO
BANKNIFTY-OPT-12Nov2020-PE-27200-NSE,2000,24.8,49600,82.1,164200,114600,69.79%,0,0,0,0,0,0,114600,231.05%,,%,FnO
BANKNIFTY-OPT-12Nov2020-PE-27800-NSE,2000,125.88,251760,33.32,66640,-185120,-73.53%,0,0,0,0,0,0,-185120,-73.53%,,%,FnO
BANKNIFTY-OPT-12Nov2020-PE-28200-NSE,6000,60.46,362780,99.76,598560,235780,40.67%,0,0,0,0,0,0,235780,64.99%,,%,FnO
BANKNIFTY-OPT-12Nov2020-PE-28700-NSE,10000,291.79,2917940,323.72,3237220,319280,9.69%,0,0,0,0,0,0,319280,10.94%,,%,FnO
BANKNIFTY-OPT-13Aug2020-CE-21500-NSE,2000,497.84,995680,603.64,1207280,211600,21.25%,0,0,0,0,0,0,211600,21.25%,,%,FnO
BANKNIFTY-OPT-13Aug2020-CE-22000-NSE,3000,374.38,1123130,327.92,983770,-139360,-13.27%,0,0,0,0,0,0,-139360,-12.41%,,%,FnO
BANKNIFTY-OPT-13Aug2020-CE-22300-NSE,2000,131.66,263320,90.08,180160,-83160,-31.58%,0,0,0,0,0,0,-83160,-31.58%,,%,FnO
BANKNIFTY-OPT-13Aug2020-CE-23000-NSE,2000,50.21,100420,77.92,155840,55420,55.19%,0,0,0,0,0,0,55420,55.19%,,%,FnO
BANKNIFTY-OPT-13Aug2020-PE-21000-NSE,5000,57.61,288050,112.82,564100,276050,46.73%,0,0,0,0,0,0,276050,95.83%,,%,FnO
BANKNIFTY-OPT-13Aug2020-PE-21500-NSE,2000,372.44,744880,54.18,108360,-636520,-85.45%,0,0,0,0,0,0,-636520,-85.45%,,%,FnO
BANKNIFTY-OPT-13Aug2020-PE-21600-NSE,4000,37.76,151040,158.99,635960,484920,76.25%,0,0,0,0,0,0,484920,321.05%,,%,FnO
BANKNIFTY-OPT-13Aug2020-PE-22000-NSE,3700,204.07,755068,142.72,528064.5,-227003.5,-24.15%,0,0,0,0,0,0,-227003.5,-30.06%,,%,FnO
BANKNIFTY-OPT-13Aug2020-PE-22300-NSE,1000,64.4,64400,59.13,59130,-5270,-8.18%,0,0,0,0,0,0,-5270,-8.18%,,%,FnO
BANKNIFTY-OPT-14Jan2021-CE-32000-NSE,4000,391.07,1564260,435.87,1743480,179220,11.46%,0,0,0,0,0,0,179220,11.46%,,%,FnO
BANKNIFTY-OPT-14Jan2021-CE-32300-NSE,2000,312.79,625580,121.19,242380,-383200,-94.44%,0,0,0,0,0,0,-383200,-61.26%,,%,FnO
BANKNIFTY-OPT-14Jan2021-CE-32800-NSE,3000,108.01,324030,106.44,319320,-4710,-1.48%,0,0,0,0,0,0,-4710,-1.45%,,%,FnO
BANKNIFTY-OPT-14Jan2021-PE-31500-NSE,2500,26.57,66425,171.14,427850,361425,84.47%,0,0,0,0,0,0,361425,544.11%,,%,FnO
BANKNIFTY-OPT-14Jan2021-PE-31600-NSE,2000,143.65,287300,142.64,285280,-2020,-0.70%,0,0,0,0,0,0,-2020,-0.70%,,%,FnO
BANKNIFTY-OPT-14Jan2021-PE-32000-NSE,4000,393.08,1572320,416.22,1664860,92540,5.89%,0,0,0,0,0,0,92540,5.89%,,%,FnO
BANKNIFTY-OPT-14Jan2021-PE-32200-NSE,1900,46.24,87858,127.02,241338,153480,85.51%,0,0,0,0,0,0,153480,174.69%,,%,FnO
BANKNIFTY-OPT-14May2020-CE-18500-NSE,2000,273.55,547100,1327.56,2655120,2108020,385.31%,0,0,0,0,0,0,2108020,385.31%,,%,FnO
BANKNIFTY-OPT-14May2020-CE-19000-NSE,2500,877.33,2193325,133.94,334850,-1858475,-555.02%,0,0,0,0,0,0,-1858475,-84.73%,,%,FnO
BANKNIFTY-OPT-14May2020-CE-19100-NSE,2000,31.14,62280,0.25,500,-61780,-99.20%,0,0,0,0,0,0,-61780,-99.20%,,%,FnO
BANKNIFTY-OPT-14May2020-CE-19200-NSE,2000,13.59,27180,121.77,243540,216360,796.03%,0,0,0,0,0,0,216360,796.03%,,%,FnO
BANKNIFTY-OPT-14May2020-CE-19300-NSE,3000,39.7,119100,25.71,77130,-41970,-35.24%,0,0,0,0,0,0,-41970,-35.24%,,%,FnO
BANKNIFTY-OPT-14May2020-CE-19400-NSE,2000,39.11,78220,6.35,12700,-65520,-83.76%,0,0,0,0,0,0,-65520,-83.76%,,%,FnO
BANKNIFTY-OPT-14May2020-CE-19500-NSE,1000,26.96,26960,51.22,51220,24260,89.99%,0,0,0,0,0,0,24260,89.99%,,%,FnO
BANKNIFTY-OPT-14May2020-CE-20000-NSE,1000,29.91,29910,226.32,226315,196405,86.78%,0,0,0,0,0,0,196405,656.65%,,%,FnO
BANKNIFTY-OPT-14May2020-PE-19000-NSE,5480,99.64,546044.4,148.81,815474.6,269430.2,30.25%,0,0,0,0,0,0,269430.2,49.34%,,%,FnO
BANKNIFTY-OPT-14May2020-PE-19100-NSE,2000,33.01,66020,28.99,57980,-8040,-12.18%,0,0,0,0,0,0,-8040,-12.18%,,%,FnO
BANKNIFTY-OPT-14May2020-PE-19200-NSE,4000,57.88,231520,62.44,249760,18240,7.88%,0,0,0,0,0,0,18240,7.88%,,%,FnO
BANKNIFTY-OPT-14May2020-PE-19500-NSE,4760,286.87,1365501.2,292.97,1394537.2,29036,2.13%,0,0,0,0,0,0,29036,2.13%,,%,FnO
BANKNIFTY-OPT-14May2020-PE-20000-NSE,1000,856.56,856560,661.47,661470,-195090,-22.78%,0,0,0,0,0,0,-195090,-22.78%,,%,FnO
BANKNIFTY-OPT-15Oct2020-CE-23000-NSE,2000,328.01,656020,1037.68,2075360,1419340,216.36%,0,0,0,0,0,0,1419340,216.36%,,%,FnO
BANKNIFTY-OPT-15Oct2020-CE-23500-NSE,2000,661.21,1322420,165.21,330420,-992000,-300.22%,0,0,0,0,0,0,-992000,-75.01%,,%,FnO
BANKNIFTY-OPT-15Oct2020-CE-23700-NSE,4000,114.62,458480,128.08,512320,53840,7.70%,0,0,0,0,0,0,53840,11.74%,,%,FnO
BANKNIFTY-OPT-15Oct2020-CE-23800-NSE,3000,179.47,538410,89.18,267540,-270870,-101.24%,0,0,0,0,0,0,-270870,-50.31%,,%,FnO
