Instrument,SoldQuantity,BuyAvg,BuyValue,SellAvg,SellValue,NetRealizedPnL,RealisedGLPerc,CloseQuantityAsOnLastDay,BuyAvgOpenPrice,SellAvgPrice,CMP,NetUnrealizedPnL,NetUnrealizedPnlPerc,TotalGL,TotalGLPerc,DayGL,DayGLPerc,AssetType
BANKNIFTY-OPT-24Sep2020-CE-21000-NSE,2000,13.45,26900,81.83,163660,136760,162.33%,0,0,0,0,0,0,136760,508.40%,,%,FnO
BANKNIFTY-OPT-24Sep2020-CE-21500-NSE,1500,46.82,70235,89.65,134475,64240,57.56%,0,0,0,0,0,0,64240,91.46%,,%,FnO
BANKNIFTY-OPT-24Sep2020-CE-22000-NSE,2000,385.1,770200,0.09,180,-770020,-99.98%,0,0,0,0,0,0,-770020,-99.98%,,%,FnO
BANKNIFTY-OPT-24Sep2020-CE-22500-NSE,3000,0,0,152.65,457960,457960,100.00%,0,0,0,0,0,0,457960,0.00%,,%,FnO
BANKNIFTY-OPT-24Sep2020-PE-20700-NSE,2000,33.38,66760,32.76,65520,-1240,-1.86%,0,0,0,0,0,0,-1240,-1.86%,,%,FnO
BANKNIFTY-OPT-24Sep2020-PE-21000-NSE,3000,172.96,518870,151.25,453740,-65130,-61.73%,0,0,0,0,0,0,-65130,-12.55%,,%,FnO
BANKNIFTY-OPT-24Sep2020-PE-21500-NSE,2000,345.02,690040,349.53,699060,9020,1.31%,0,0,0,0,0,0,9020,1.31%,,%,FnO
BANKNIFTY-OPT-24Sep2020-PE-21800-NSE,4000,561.21,2244840,150.52,602080,-1642760,-272.85%,0,0,0,0,0,0,-1642760,-73.18%,,%,FnO
BANKNIFTY-OPT-24Sep2020-PE-22500-NSE,4000,419.46,1677840,844.86,3379440,1701600,101.42%,0,0,0,0,0,0,1701600,101.42%,,%,FnO
BANKNIFTY-OPT-25Feb2021-CE-36000-NSE,1000,835.95,835950,135.19,135190,-700760,-518.35%,0,0,0,0,0,0,-700760,-83.83%,,%,FnO
BANKNIFTY-OPT-25Feb2021-CE-36500-NSE,3000,310.91,932715,199.72,599145,-333570,-35.76%,0,0,0,0,0,0,-333570,-35.76%,,%,FnO
BANKNIFTY-OPT-25Feb2021-CE-36900-NSE,500,15.6,7800,76.15,38075,30275,388.14%,0,0,0,0,0,0,30275,388.14%,,%,FnO
BANKNIFTY-OPT-25Feb2021-CE-37200-NSE,3000,14.96,44880,53.24,159720,114840,255.88%,0,0,0,0,0,0,114840,255.88%,,%,FnO
BANKNIFTY-OPT-25Feb2021-CE-37500-NSE,1500,38.33,57495,178.99,268485,210990,78.59%,0,0,0,0,0,0,210990,366.97%,,%,FnO
BANKNIFTY-OPT-25Feb2021-CE-38000-NSE,1500,40.45,60675,101.36,152040,91365,60.09%,0,0,0,0,0,0,91365,150.58%,,%,FnO
BANKNIFTY-OPT-25Feb2021-PE-35000-NSE,3000,176.63,529890,133.99,401970,-127920,-35.93%,0,0,0,0,0,0,-127920,-24.14%,,%,FnO
BANKNIFTY-OPT-25Feb2021-PE-36000-NSE,2500,119.32,298300,170.89,427220,128920,22.95%,0,0,0,0,0,0,128920,43.22%,,%,FnO
BANKNIFTY-OPT-25Feb2021-PE-36500-NSE,2500,61.61,154025,56.95,142375,-11650,-7.56%,0,0,0,0,0,0,-11650,-7.56%,,%,FnO
BANKNIFTY-OPT-25Jun2020-CE-19000-NSE,1140,405.23,461962.2,1017.98,1160497.2,698535,151.21%,0,0,0,0,0,0,698535,151.21%,,%,FnO
BANKNIFTY-OPT-25Jun2020-CE-21000-NSE,2000,406.33,812660,668.27,1336540,523880,64.46%,0,0,0,0,0,0,523880,64.46%,,%,FnO
BANKNIFTY-OPT-25Jun2020-CE-21200-NSE,2000,92.05,184100,83.03,166060,-18040,-9.80%,0,0,0,0,0,0,-18040,-9.80%,,%,FnO
BANKNIFTY-OPT-25Jun2020-CE-21500-NSE,1000,776.56,776560,365.56,365560,-411000,-112.43%,0,0,0,0,0,0,-411000,-52.93%,,%,FnO
BANKNIFTY-OPT-25Jun2020-CE-22000-NSE,2000,244.04,488080,193.24,386480,-101600,-20.82%,0,0,0,0,0,0,-101600,-20.82%,,%,FnO
BANKNIFTY-OPT-25Jun2020-CE-22200-NSE,3000,6.09,18270,285.7,857100,838830,97.87%,0,0,0,0,0,0,838830,4591.30%,,%,FnO
BANKNIFTY-OPT-25Jun2020-PE-18500-NSE,4000,177.37,709480,88.92,355680,-353800,-43.23%,0,0,0,0,0,0,-353800,-49.87%,,%,FnO
BANKNIFTY-OPT-25Jun2020-PE-20000-NSE,4000,66.2,264800,281.26,1125040,860240,76.46%,0,0,0,0,0,0,860240,324.86%,,%,FnO
BANKNIFTY-OPT-25Jun2020-PE-20500-NSE,2000,699.19,1398380,510,1020000,-378380,-37.10%,0,0,0,0,0,0,-378380,-27.06%,,%,FnO
BANKNIFTY-OPT-25Jun2020-PE-21000-NSE,2000,796.47,1592940,196.8,393600,-1199340,-75.29%,0,0,0,0,0,0,-1199340,-75.29%,,%,FnO
BANKNIFTY-OPT-25Jun2020-PE-21200-NSE,4000,5.34,21360,94.79,379160,357800,1675.09%,0,0,0,0,0,0,357800,1675.09%,,%,FnO
BANKNIFTY-OPT-25Jun2020-PE-21400-NSE,4000,68.97,275880,212.78,851120,575240,67.59%,0,0,0,0,0,0,575240,208.51%,,%,FnO
BANKNIFTY-OPT-25Jun2020-PE-21500-NSE,4000,594.65,2378580,621.88,2487500,108920,4.58%,0,0,0,0,0,0,108920,4.58%,,%,FnO
BANKNIFTY-OPT-25Jun2020-PE-22000-NSE,2000,427.3,854600,218.77,437540,-417060,-48.80%,0,0,0,0,0,0,-417060,-48.80%,,%,FnO
BANKNIFTY-OPT-25Jun2020-PE-22200-NSE,2000,761.55,1523100,273.71,547420,-975680,-178.23%,0,0,0,0,0,0,-975680,-64.06%,,%,FnO
BANKNIFTY-OPT-25Mar2021-CE-33000-NSE,3000,138.8,416400,140.1,420300,3900,0.94%,0,0,0,0,0,0,3900,0.94%,,%,FnO
BANKNIFTY-OPT-25Mar2021-CE-33300-NSE,4000,102.39,409560,25.28,101120,-308440,-75.31%,0,0,0,0,0,0,-308440,-75.31%,,%,FnO
BANKNIFTY-OPT-25Mar2021-CE-33500-NSE,2000,89.52,179040,4.38,8760,-170280,-95.11%,0,0,0,0,0,0,-170280,-95.11%,,%,FnO
BANKNIFTY-OPT-25Mar2021-CE-34000-NSE,2000,14.2,28400,157.9,315800,287400,91.01%,0,0,0,0,0,0,287400,1011.97%,,%,FnO
BANKNIFTY-OPT-25Mar2021-CE-34500-NSE,1000,7.34,7340,148.6,148600,141260,95.06%,0,0,0,0,0,0,141260,1924.52%,,%,FnO
BANKNIFTY-OPT-25Mar2021-CE-35000-NSE,5000,10.86,54300,134.64,673190,618890,91.93%,0,0,0,0,0,0,618890,1139.76%,,%,FnO
BANKNIFTY-OPT-25Mar2021-CE-35500-NSE,1000,15.87,15870,137.14,137140,121270,88.43%,0,0,0,0,0,0,121270,764.15%,,%,FnO
BANKNIFTY-OPT-25Mar2021-CE-36000-NSE,4000,30.23,120920,115.53,462100,341180,73.83%,0,0,0,0,0,0,341180,282.15%,,%,FnO
BANKNIFTY-OPT-25Mar2021-PE-32500-NSE,500,49.74,24870,154.12,77060,52190,67.73%,0,0,0,0,0,0,52190,209.85%,,%,FnO
BANKNIFTY-OPT-25Mar2021-PE-33000-NSE,500,502.02,251010,254.04,127020,-123990,-49.40%,0,0,0,0,0,0,-123990,-49.40%,,%,FnO
BANKNIFTY-OPT-25Mar2021-PE-34500-NSE,1000,1021.93,1021930,523.65,523650,-498280,-95.16%,0,0,0,0,0,0,-498280,-48.76%,,%,FnO
BANKNIFTY-OPT-25Mar2021-PE-35500-NSE,500,1106.43,553215,2056.97,1028485,475270,85.91%,0,0,0,0,0,0,475270,85.91%,,%,FnO
BANKNIFTY-OPT-26Nov2020-CE-28500-NSE,2000,833.77,1667540,760.96,1521920,-145620,-8.73%,0,0,0,0,0,0,-145620,-8.73%,,%,FnO
BANKNIFTY-OPT-26Nov2020-CE-29000-NSE,1000,481.17,481170,119.22,119220,-361950,-75.22%,0,0,0,0,0,0,-361950,-75.22%,,%,FnO
BANKNIFTY-OPT-26Nov2020-CE-29300-NSE,1000,166.84,166840,98.21,98210,-68630,-41.14%,0,0,0,0,0,0,-68630,-41.14%,,%,FnO
BANKNIFTY-OPT-26Nov2020-CE-29400-NSE,1500,17.77,26655,46.71,70065,43410,162.86%,0,0,0,0,0,0,43410,162.86%,,%,FnO
BANKNIFTY-OPT-26Nov2020-CE-29500-NSE,1000,248.85,248850,273.97,273970,25120,10.09%,0,0,0,0,0,0,25120,10.09%,,%,FnO
BANKNIFTY-OPT-26Nov2020-CE-29700-NSE,2000,17.17,34340,75.04,150070,115730,77.12%,0,0,0,0,0,0,115730,337.01%,,%,FnO
BANKNIFTY-OPT-26Nov2020-CE-30000-NSE,2500,51.16,127895,230,575010,447115,77.76%,0,0,0,0,0,0,447115,349.60%,,%,FnO
BANKNIFTY-OPT-26Nov2020-PE-28000-NSE,4000,41.83,167320,180.5,722000,554680,76.83%,0,0,0,0,0,0,554680,331.51%,,%,FnO
BANKNIFTY-OPT-26Nov2020-PE-28500-NSE,500,17.95,8975,200.07,100035,91060,91.03%,0,0,0,0,0,0,91060,1014.60%,,%,FnO
BANKNIFTY-OPT-26Nov2020-PE-29000-NSE,7000,162.52,1137650,136.7,956920,-180730,-12.17%,0,0,0,0,0,0,-180730,-15.89%,,%,FnO
BANKNIFTY-OPT-26Nov2020-PE-29400-NSE,2000,271.88,543760,275.39,550780,7020,1.29%,0,0,0,0,0,0,7020,1.29%,,%,FnO
BANKNIFTY-OPT-26Nov2020-PE-29500-NSE,2500,294.41,736030,112.57,281425,-454605,-115.13%,0,0,0,0,0,0,-454605,-61.76%,,%,FnO
BANKNIFTY-OPT-27Aug2020-CE-22500-NSE,2000,189.93,379860,145.03,290060,-89800,-30.96%,0,0,0,0,0,0,-89800,-23.64%,,%,FnO
BANKNIFTY-OPT-27Aug2020-CE-23300-NSE,2000,290.99,581980,62.55,125100,-456880,-365.21%,0,0,0,0,0,0,-456880,-78.50%,,%,FnO
BANKNIFTY-OPT-27Aug2020-CE-23600-NSE,2000,94,188000,44.89,89780,-98220,-52.24%,0,0,0,0,0,0,-98220,-52.24%,,%,FnO
BANKNIFTY-OPT-27Aug2020-PE-21500-NSE,2000,61.25,122500,203.59,407180,284680,69.92%,0,0,0,0,0,0,284680,232.39%,,%,FnO
BANKNIFTY-OPT-27Aug2020-PE-22000-NSE,4050,18.92,76626,51.41,208210.5,131584.5,11.28%,0,0,0,0,0,0,131584.5,171.72%,,%,FnO
BANKNIFTY-OPT-27Aug2020-PE-22500-NSE,8050,66.92,538707.5,53.71,432365.5,-106342,-16.28%,0,0,0,0,0,0,-106342,-19.74%,,%,FnO
BANKNIFTY-OPT-27Aug2020-PE-22700-NSE,2000,45.47,90940,66.08,132160,41220,45.33%,0,0,0,0,0,0,41220,45.33%,,%,FnO
BANKNIFTY-OPT-27Aug2020-PE-23000-NSE,2000,7.09,14180,94.09,188180,174000,92.46%,0,0,0,0,0,0,174000,1227.08%,,%,FnO
BANKNIFTY-OPT-27Aug2020-PE-23200-NSE,2000,12.22,24440,108.07,216140,191700,88.69%,0,0,0,0,0,0,191700,784.37%,,%,FnO
BANKNIFTY-OPT-28Jan2021-CE-30000-NSE,1000,168.61,168610,115.58,115580,-53030,-31.45%,0,0,0,0,0,0,-53030,-31.45%,,%,FnO
BANKNIFTY-OPT-28Jan2021-CE-30300-NSE,2000,30.33,60660,42.26,84520,23860,39.33%,0,0,0,0,0,0,23860,39.33%,,%,FnO
BANKNIFTY-OPT-28Jan2021-CE-31000-NSE,4025,366.81,1476390.25,406.59,1636525.5,160135.25,10.19%,0,0,0,0,0,0,160135.25,10.85%,,%,FnO
BANKNIFTY-OPT-28Jan2021-CE-32000-NSE,3000,16.57,49710,232.26,696790,647080,92.87%,0,0,0,0,0,0,647080,1301.71%,,%,FnO
BANKNIFTY-OPT-28Jan2021-CE-33000-NSE,2000,26.83,53660,243.97,487940,434280,89.00%,0,0,0,0,0,0,434280,809.32%,,%,FnO
BANKNIFTY-OPT-28Jan2021-PE-30000-NSE,1000,47.6,47600,86.71,86710,39110,45.10%,0,0,0,0,0,0,39110,82.16%,,%,FnO
BANKNIFTY-OPT-28Jan2021-PE-30500-NSE,2000,221.85,443700,220.64,441280,-2420,-0.55%,0,0,0,0,0,0,-2420,-0.55%,,%,FnO
BANKNIFTY-OPT-28Jan2021-PE-30800-NSE,500,436.26,218130,96.51,48255,-169875,-77.88%,0,0,0,0,0,0,-169875,-77.88%,,%,FnO
BANKNIFTY-OPT-28Jan2021-PE-31000-NSE,2000,388.97,777940,475.75,951490,173550,22.31%,0,0,0,0,0,0,173550,22.31%,,%,FnO
BANKNIFTY-OPT-28Jan2021-PE-32000-NSE,2000,1515.78,3031560,199.21,398420,-2633140,-660.90%,0,0,0,0,0,0,-2633140,-86.86%,,%,FnO
BANKNIFTY-OPT-28May2020-CE-17500-NSE,2000,1762.16,3524320,315.18,630360,-2893960,-459.10%,0,0,0,0,0,0,-2893960,-82.11%,,%,FnO
BANKNIFTY-OPT-28May2020-CE-18000-NSE,5000,151.5,757480,591.29,2956440,2198960,281.82%,0,0,0,0,0,0,2198960,290.30%,,%,FnO
BANKNIFTY-OPT-28May2020-CE-18300-NSE,2000,1027.69,2055380,61.56,123120,-1932260,-1569.41%,0,0,0,0,0,0,-1932260,-94.01%,,%,FnO
BANKNIFTY-OPT-28May2020-CE-18500-NSE,4000,261.71,1046840,223.78,895120,-151720,-14.49%,0,0,0,0,0,0,-151720,-14.49%,,%,FnO
BANKNIFTY-OPT-28May2020-CE-19100-NSE,440,51.02,22448.8,51.3,22572,123.2,0.55%,0,0,0,0,0,0,123.2,0.55%,,%,FnO
BANKNIFTY-OPT-28May2020-CE-19200-NSE,2000,27.93,55860,92.84,185680,129820,232.40%,0,0,0,0,0,0,129820,232.40%,,%,FnO
BANKNIFTY-OPT-28May2020-CE-20000-NSE,1500,624.27,936405,868.05,1302075,365670,39.05%,0,0,0,0,0,0,365670,39.05%,,%,FnO
BANKNIFTY-OPT-28May2020-CE-22000-NSE,3000,494.07,1482195,172.94,518820,-963375,-61.05%,0,0,0,0,0,0,-963375,-65.00%,,%,FnO
BANKNIFTY-OPT-28May2020-PE-16500-NSE,4500,65.38,294210,162.75,732360,438150,59.83%,0,0,0,0,0,0,438150,148.92%,,%,FnO
BANKNIFTY-OPT-28May2020-PE-17000-NSE,6000,284.17,1705020,191.04,1146240,-558780,-32.77%,0,0,0,0,0,0,-558780,-32.77%,,%,FnO
BANKNIFTY-OPT-28May2020-PE-17500-NSE,5000,264.37,1321840,231.58,1157900,-163940,-15.96%,0,0,0,0,0,0,-163940,-12.40%,,%,FnO
BANKNIFTY-OPT-28May2020-PE-18000-NSE,2000,423.24,846480,986.02,1972040,1125560,132.97%,0,0,0,0,0,0,1125560,132.97%,,%,FnO
BANKNIFTY-OPT-28May2020-PE-18500-NSE,7700,186.06,1432662,155.92,1200617,-232045,-16.20%,0,0,0,0,0,0,-232045,-16.20%,,%,FnO
BANKNIFTY-OPT-28May2020-PE-19100-NSE,2000,60.13,120260,6.22,12440,-107820,-89.66%,0,0,0,0,0,0,-107820,-89.66%,,%,FnO
BANKNIFTY-OPT-28May2020-PE-19200-NSE,1000,122.07,122070,109.9,109900,-12170,-9.97%,0,0,0,0,0,0,-12170,-9.97%,,%,FnO
BANKNIFTY-OPT-29Apr2021-CE-35000-NSE,4000,1111.53,4446100,718.46,2873840,-1572260,-35.36%,0,0,0,0,0,0,-1572260,-35.36%,,%,FnO
BANKNIFTY-OPT-29Apr2021-PE-32000-NSE,1000,466.39,466390,523.69,523690,57300,12.29%,0,0,0,0,0,0,57300,12.29%,,%,FnO
BANKNIFTY-OPT-29Apr2021-PE-34000-NSE,1000,1222.57,1222570,1087.05,1087050,-135520,-12.47%,0,0,0,0,0,0,-135520,-11.08%,,%,FnO
BANKNIFTY-OPT-29Oct2020-CE-22000-NSE,7700,528.72,4071155,616.02,4743321,672166,16.28%,0,0,0,0,0,0,672166,16.51%,,%,FnO
BANKNIFTY-OPT-29Oct2020-CE-24000-NSE,3500,289.4,1012900,284.91,997170,-15730,-1.55%,0,0,0,0,0,0,-15730,-1.55%,,%,FnO
BANKNIFTY-OPT-29Oct2020-CE-24200-NSE,5000,133.9,669490,67.47,337350,-332140,-47.14%,0,0,0,0,0,0,-332140,-49.61%,,%,FnO
BANKNIFTY-OPT-29Oct2020-CE-25000-NSE,4500,19.19,86335,198.06,891280,804945,90.31%,0,0,0,0,0,0,804945,932.35%,,%,FnO
BANKNIFTY-OPT-29Oct2020-PE-20000-NSE,4000,313.45,1253780,221.35,885400,-368380,-26.11%,0,0,0,0,0,0,-368380,-29.38%,,%,FnO
BANKNIFTY-OPT-29Oct2020-PE-21000-NSE,2000,491.21,982420,84.1,168200,-814220,-82.88%,0,0,0,0,0,0,-814220,-82.88%,,%,FnO
BANKNIFTY-OPT-29Oct2020-PE-22000-NSE,2000,32.28,64560,144.02,288040,223480,77.59%,0,0,0,0,0,0,223480,346.16%,,%,FnO
BANKNIFTY-OPT-29Oct2020-PE-23000-NSE,2000,383.86,767720,118.16,236320,-531400,-69.22%,0,0,0,0,0,0,-531400,-69.22%,,%,FnO
BANKNIFTY-OPT-29Oct2020-PE-23800-NSE,5000,67.92,339590,188.77,943840,604250,23.08%,0,0,0,0,0,0,604250,177.94%,,%,FnO
BANKNIFTY-OPT-29Oct2020-PE-24000-NSE,4100,233,955307,99.69,408738,-546569,-57.21%,0,0,0,0,0,0,-546569,-57.21%,,%,FnO
BANKNIFTY-OPT-29Oct2020-PE-24200-NSE,3000,220.65,661940,262.26,786780,124840,18.86%,0,0,0,0,0,0,124840,18.86%,,%,FnO
BANKNIFTY-OPT-29Oct2020-PE-24500-NSE,2000,485.08,970160,173.31,346620,-623540,-64.27%,0,0,0,0,0,0,-623540,-64.27%,,%,FnO
BANKNIFTY-OPT-29Oct2020-PE-24800-NSE,2000,306,612000,733.62,1467240,855240,139.75%,0,0,0,0,0,0,855240,139.75%,,%,FnO
BANKNIFTY-OPT-29Oct2020-PE-25000-NSE,2000,940.38,1880760,572.47,1144940,-735820,-64.27%,0,0,0,0,0,0,-735820,-39.12%,,%,FnO
BANKNIFTY-OPT-29Oct2020-PE-26000-NSE,1000,1317.02,1317020,1477.68,1477680,160660,12.20%,0,0,0,0,0,0,160660,12.20%,,%,FnO
BANKNIFTY-OPT-30Apr2020-CE-20000-NSE,1500,476.39,714585,408.57,612855,-101730,-14.24%,0,0,0,0,0,0,-101730,-14.24%,,%,FnO
BANKNIFTY-OPT-30Apr2020-CE-20500-NSE,3000,286.36,859075,268.93,806775,-52300,4.62%,0,0,0,0,0,0,-52300,-6.09%,,%,FnO
BANKNIFTY-OPT-30Apr2020-CE-20900-NSE,1500,366.23,549345,265.74,398610,-150735,-27.44%,0,0,0,0,0,0,-150735,-27.44%,,%,FnO
BANKNIFTY-OPT-30Apr2020-CE-21000-NSE,3000,521.8,1565400,177.98,533940,-1031460,-215.08%,0,0,0,0,0,0,-1031460,-65.89%,,%,FnO
BANKNIFTY-OPT-30Apr2020-CE-21500-NSE,4500,216.12,972530,253.7,1141660,169130,17.39%,0,0,0,0,0,0,169130,17.39%,,%,FnO
BANKNIFTY-OPT-30Apr2020-CE-21700-NSE,2000,15.9,31800,122.37,244740,212940,669.62%,0,0,0,0,0,0,212940,669.62%,,%,FnO
BANKNIFTY-OPT-30Apr2020-PE-18000-NSE,2000,124.07,248140,104.91,209820,-38320,-15.44%,0,0,0,0,0,0,-38320,-15.44%,,%,FnO
BANKNIFTY-OPT-30Apr2020-PE-18500-NSE,1500,192.11,288165,161.85,242775,-45390,-15.75%,0,0,0,0,0,0,-45390,-15.75%,,%,FnO
BANKNIFTY-OPT-30Apr2020-PE-19000-NSE,2000,278.22,556440,292.79,585580,29140,5.24%,0,0,0,0,0,0,29140,5.24%,,%,FnO
BANKNIFTY-OPT-30Apr2020-PE-19500-NSE,1500,55.47,83205,253.63,380445,297240,78.13%,0,0,0,0,0,0,297240,357.24%,,%,FnO
BANKNIFTY-OPT-30Apr2020-PE-20000-NSE,13760,290.67,3999556.4,316.09,4349428.8,349872.4,9.18%,0,0,0,0,0,0,349872.4,8.75%,,%,FnO
BANKNIFTY-OPT-30Apr2020-PE-20300-NSE,1500,68.99,103485,113.04,169560,66075,63.85%,0,0,0,0,0,0,66075,63.85%,,%,FnO
BANKNIFTY-OPT-30Apr2020-PE-20400-NSE,4900,331.74,1625526,292.28,1432172,-193354,-11.89%,0,0,0,0,0,0,-193354,-11.89%,,%,FnO
BANKNIFTY-OPT-30Apr2020-PE-20500-NSE,2000,251.14,502280,242.85,485700,-16580,-3.30%,0,0,0,0,0,0,-16580,-3.30%,,%,FnO
BANKNIFTY-OPT-30Apr2020-PE-20700-NSE,2000,193.2,386400,191.8,383600,-2800,-0.72%,0,0,0,0,0,0,-2800,-0.72%,,%,FnO
BANKNIFTY-OPT-30Apr2020-PE-20900-NSE,1500,156.07,234105,170.82,256230,22125,9.45%,0,0,0,0,0,0,22125,9.45%,,%,FnO
BANKNIFTY-OPT-30Apr2020-PE-21000-NSE,1500,13.89,20835,218.77,328155,307320,93.65%,0,0,0,0,0,0,307320,1475.02%,,%,FnO
BANKNIFTY-OPT-30Apr2020-PE-21500-NSE,4000,27.44,109760,71.65,286600,176840,161.12%,0,0,0,0,0,0,176840,161.12%,,%,FnO
BANKNIFTY-OPT-30Apr2020-PE-21700-NSE,2000,142.14,284280,51.07,102140,-182140,-64.07%,0,0,0,0,0,0,-182140,-64.07%,,%,FnO
BANKNIFTY-OPT-30Jul2020-CE-21700-NSE,2225,79.88,177733,6.91,15374.75,-162358.25,-91.35%,0,0,0,0,0,0,-162358.25,-91.35%,,%,FnO
BANKNIFTY-OPT-30Jul2020-CE-22000-NSE,2000,383.05,766100,298.81,597620,-168480,-21.99%,0,0,0,0,0,0,-168480,-21.99%,,%,FnO
BANKNIFTY-OPT-30Jul2020-CE-22200-NSE,4000,165.12,660480,201.03,804120,143640,14.54%,0,0,0,0,0,0,143640,21.75%,,%,FnO
BANKNIFTY-OPT-30Jul2020-CE-22400-NSE,2000,48.33,96660,3.7,7400,-89260,-92.34%,0,0,0,0,0,0,-89260,-92.34%,,%,FnO
BANKNIFTY-OPT-30Jul2020-CE-22600-NSE,1000,128.79,128790,120.44,120440,-8350,-6.48%,0,0,0,0,0,0,-8350,-6.48%,,%,FnO
BANKNIFTY-OPT-30Jul2020-CE-23000-NSE,6000,298.23,1789380,218.2,1309200,-480180,-26.23%,0,0,0,0,0,0,-480180,-26.83%,,%,FnO
BANKNIFTY-OPT-30Jul2020-CE-24000-NSE,4000,66.33,265320,97.58,390300,124980,32.02%,0,0,0,0,0,0,124980,47.11%,,%,FnO
BANKNIFTY-OPT-30Jul2020-PE-21000-NSE,2000,55.29,110580,43.14,86280,-24300,-28.16%,0,0,0,0,0,0,-24300,-21.98%,,%,FnO
BANKNIFTY-OPT-30Jul2020-PE-22000-NSE,5650,216.8,1224911.5,249.12,1407509.75,182598.25,13.74%,0,0,0,0,0,0,182598.25,14.91%,,%,FnO
BANKNIFTY-OPT-30Jul2020-PE-22200-NSE,4050,245.22,993149,171.77,695668.5,-297480.5,-15.71%,0,0,0,0,0,0,-297480.5,-29.95%,,%,FnO
BANKNIFTY-OPT-30Jul2020-PE-23000-NSE,2000,441.08,882160,858.35,1716700,834540,94.60%,0,0,0,0,0,0,834540,94.60%,,%,FnO
BANKNIFTY-OPT-31Dec2020-CE-30500-NSE,2000,766.01,1532020,303.96,607920,-924100,-152.01%,0,0,0,0,0,0,-924100,-60.32%,,%,FnO
BANKNIFTY-OPT-31Dec2020-CE-31200-NSE,3000,168.22,504660,160.41,481230,-23430,-4.68%,0,0,0,0,0,0,-23430,-4.64%,,%,FnO
BANKNIFTY-OPT-31Dec2020-CE-31300-NSE,1000,21.73,21730,103.24,103240,81510,375.10%,0,0,0,0,0,0,81510,375.10%,,%,FnO
BANKNIFTY-OPT-31Dec2020-PE-29000-NSE,3000,65.51,196530,266.77,800310,603780,75.44%,0,0,0,0,0,0,603780,307.22%,,%,FnO
BANKNIFTY-OPT-31Dec2020-PE-29500-NSE,2000,442.27,884540,317.9,635790,-248750,-28.12%,0,0,0,0,0,0,-248750,-28.12%,,%,FnO
BANKNIFTY-OPT-31Dec2020-PE-30000-NSE,1500,738.32,1107480,299.16,448740,-658740,-59.48%,0,0,0,0,0,0,-658740,-59.48%,,%,FnO
BANKNIFTY-OPT-31Dec2020-PE-30200-NSE,1000,79.23,79230,118.64,118640,39410,49.74%,0,0,0,0,0,0,39410,49.74%,,%,FnO
BANKNIFTY-OPT-31Dec2020-PE-30500-NSE,2000,54.84,109680,430.32,860640,750960,87.26%,0,0,0,0,0,0,750960,684.68%,,%,FnO
BANKNIFTY-OPT-31Dec2020-PE-31200-NSE,2500,28.08,70200,169.22,423055,352855,83.41%,0,0,0,0,0,0,352855,502.64%,,%,FnO
BANKNIFTY-OPT-31Dec2020-PE-31300-NSE,1000,39.93,39930,53.27,53270,13340,33.41%,0,0,0,0,0,0,13340,33.41%,,%,FnO
BHARATFORG-FUT-26Nov2020-NSE,3000,510.58,1531740,511.28,1533825,2085,0.14%,0,0,0,0,0,0,2085,0.14%,,%,FnO
BHARATFORG-FUT-28Jan2021-NSE,4500,534.05,2403225,536.86,2415870,12645,0.53%,0,0,0,0,0,0,12645,0.53%,,%,FnO
BHARATFORG-FUT-30Jul2020-NSE,9000,378.61,3407490,383.16,3448440,40950,1.20%,0,0,0,0,0,0,40950,1.20%,,%,FnO
BHARATFORG-FUT-31Dec2020-NSE,4500,552.19,2484855,560.02,2520090,35235,1.42%,0,0,0,0,0,0,35235,1.42%,,%,FnO
BHARATFORG-OPT-26Nov2020-CE-500-NSE,1500,6.02,9030,6.58,9870,840,8.51%,0,0,0,0,0,0,840,9.30%,,%,FnO
BHARTIARTL-FUT-29Oct2020-NSE,16659,444.68,7407924.12,444.14,7398928.26,-8995.86,-0.12%,0,0,0,0,0,0,-8995.86,-0.12%,,%,FnO
BHARTIARTL-OPT-24Sep2020-CE-450-NSE,5553,3.26,18102.78,3.49,19379.97,1277.19,7.06%,0,0,0,0,0,0,1277.19,7.06%,,%,FnO
BHARTIARTL-OPT-25Jun2020-CE-580-NSE,14808,28.03,415068.24,15.94,235965.48,-179102.76,-43.15%,0,0,0,0,0,0,-179102.76,-43.15%,,%,FnO
BHARTIARTL-OPT-25Jun2020-CE-630-NSE,14808,6.39,94623.12,9.53,141120.24,46497.12,32.95%,0,0,0,0,0,0,46497.12,49.14%,,%,FnO
BHARTIARTL-OPT-28May2020-CE-550-NSE,7404,22.57,167108.28,49.93,369681.72,202573.44,121.22%,0,0,0,0,0,0,202573.44,121.22%,,%,FnO
BHARTIARTL-OPT-28May2020-CE-580-NSE,11106,29.13,323517.78,10.35,114910.08,-208607.7,-181.54%,0,0,0,0,0,0,-208607.7,-64.48%,,%,FnO
BHARTIARTL-OPT-29Oct2020-CE-430-NSE,7404,29.92,221527.68,28.21,208866.84,-12660.84,-5.72%,0,0,0,0,0,0,-12660.84,-5.72%,,%,FnO
BHARTIARTL-OPT-29Oct2020-CE-500-NSE,7404,6.71,49680.84,7.88,58343.52,8662.68,17.44%,0,0,0,0,0,0,8662.68,17.44%,,%,FnO
BHARTIARTL-OPT-30Jul2020-CE-590-NSE,9255,22.22,205646.1,11.94,110504.7,-95141.4,-46.26%,0,0,0,0,0,0,-95141.4,-46.26%,,%,FnO
