,Date,portfolio_values
1056,2022-07-07,196819363
1057,2022-07-08,198503098
1058,2022-07-11,199462554
1059,2022-07-12,197841413
1060,2022-07-13,199715480
1061,2022-07-14,200426210
1062,2022-07-15,201360624
1063,2022-07-18,202105349
1064,2022-07-19,201707172
1065,2022-07-20,203585008
1066,2022-07-21,203991008
1067,2022-07-22,203816417
1068,2022-07-25,202227546
1069,2022-07-26,199551068
1070,2022-07-27,201910243
1071,2022-07-28,203604126
1072,2022-07-29,205542329
1073,2022-08-01,206486731
1074,2022-08-02,207542871
1075,2022-08-03,207137780
1076,2022-08-04,209115010
1077,2022-08-05,209845874
1078,2022-08-08,210288477
1079,2022-08-10,210585469
1080,2022-08-11,210800843
1081,2022-08-12,210774822
1082,2022-08-16,212054607
1083,2022-08-17,212865775
1084,2022-08-18,212260709
1085,2022-08-19,210729751
1086,2022-08-22,208576099
1087,2022-08-23,209553185
1088,2022-08-24,209327667
1089,2022-08-25,208123322
1090,2022-08-26,208830606
1091,2022-08-29,207853101
1092,2022-08-30,211439074
1093,2022-09-01,208140725
1094,2022-09-02,207128137
1095,2022-09-05,207325710
1096,2022-09-06,207589820
1097,2022-09-07,207863686
1098,2022-09-08,207977285
1099,2022-09-09,208384855
1100,2022-09-12,208964634
1101,2022-09-13,209301022
1102,2022-09-14,209228570
1103,2022-09-15,208123438
1104,2022-09-16,204697072
1105,2022-09-19,205645933
1106,2022-09-20,209080971
1107,2022-09-21,206772918
1108,2022-09-22,206678967
1109,2022-09-23,204260381
1110,2022-09-26,201888287
1111,2022-09-27,203486692
1112,2022-09-28,204960866
1113,2022-09-29,205767990
1114,2022-09-30,207378530
1115,2022-10-03,208606016
1116,2022-10-04,211183160
1117,2022-10-06,209955021
1118,2022-10-07,210140030
1119,2022-10-10,209270916
1120,2022-10-11,204960603
1121,2022-10-12,207358062
1122,2022-10-13,207160803
1123,2022-10-14,207652846
1124,2022-10-17,208713281
1125,2022-10-18,209683438
1126,2022-10-19,209413978
1127,2022-10-20,211467623
1128,2022-10-21,211398529
1129,2022-10-24,212821605
1130,2022-10-25,212029892
1131,2022-10-27,213793535
1132,2022-10-28,213960936
1133,2022-10-31,215451054
1134,2022-11-01,220221564
1135,2022-11-02,219428907
1136,2022-11-03,219103827
1137,2022-11-04,217973014
1138,2022-11-07,216340357
1139,2022-11-09,213798336
1140,2022-11-10,213644292
1141,2022-11-11,214709888
1142,2022-11-14,214005673
1143,2022-11-15,215102598
1144,2022-11-16,215031052
1145,2022-11-17,213954765
1146,2022-11-18,212542078
1147,2022-11-21,211698998
1148,2022-11-22,212330685
1149,2022-11-23,212526832
1150,2022-11-24,214582236
1151,2022-11-25,214883477
1152,2022-11-28,215638659
1153,2022-11-29,217894210
1154,2022-11-30,220364525
1155,2022-12-01,219763907
1156,2022-12-02,218446442
1157,2022-12-05,219001460
1158,2022-12-06,218692748
1159,2022-12-07,217563023
1160,2022-12-08,215859581
1161,2022-12-09,216008708
1162,2022-12-12,216213623
1163,2022-12-13,217041524
1164,2022-12-14,218462586
1165,2022-12-15,216754786
1166,2022-12-16,213953615
1167,2022-12-19,215891186
1168,2022-12-20,215071609
1169,2022-12-21,217011616
1170,2022-12-22,216268468
1171,2022-12-23,213917414
1172,2022-12-26,213110316
1173,2022-12-27,213576129
1174,2022-12-28,213185842
1175,2022-12-29,213289909
1176,2022-12-30,212907953
1177,2023-01-02,213027812
1178,2023-01-03,213829005
1179,2023-01-04,212389565
1180,2023-01-05,214688221
1181,2023-01-06,213641464
1182,2023-01-09,215946689
1183,2023-01-10,215661554
1184,2023-01-11,213678280
1185,2023-01-12,214094894
1186,2023-01-13,215358046
1187,2023-01-16,214979694
1188,2023-01-17,216770692
1189,2023-01-18,217907326
1190,2023-01-19,217213353
1191,2023-01-20,215434620
1192,2023-01-23,217354417
1193,2023-01-24,216321636
1194,2023-01-25,215596823
1195,2023-01-27,216770417
1196,2023-01-30,215155652
1197,2023-01-31,214548011
1198,2023-02-01,214714728
1199,2023-02-02,214021094
1200,2023-02-03,213978073
1201,2023-02-06,213652080
1202,2023-02-07,213620986
1203,2023-02-08,214995215
1204,2023-02-09,215016214
1205,2023-02-10,214247224
1206,2023-02-13,213471441
1207,2023-02-14,213071513
1208,2023-02-15,213054276
1209,2023-02-16,215150430
1210,2023-02-17,213370434
1211,2023-02-20,212092865
1212,2023-02-21,212388054
1213,2023-02-22,210887687
1214,2023-02-23,210343330
1215,2023-02-24,211519802
1216,2023-02-27,209635632
1217,2023-02-28,207932229
1218,2023-03-01,209212644
1219,2023-03-02,208388579
1220,2023-03-03,209192943
1221,2023-03-06,210887289
1222,2023-03-08,211491505
1223,2023-03-09,210301153
1224,2023-03-10,210445488
1225,2023-03-13,209216164
1226,2023-03-14,207951489
1227,2023-03-15,207689177
1228,2023-03-16,209968345
1229,2023-03-17,209488785
1230,2023-03-20,209237381
1231,2023-03-21,208517599
1232,2023-03-22,209293054
1233,2023-03-23,209182172
1234,2023-03-24,208180808
1235,2023-03-27,208904152
1236,2023-03-28,208394080
1237,2023-03-29,210498226
